Index,MOSI,MISO,CLK,CS,EVENT,PB7,PC2,PC3
5966217,0,0,1,0,0,0,0,0
5966221,0,0,0,0,0,0,0,0
5966225,0,0,1,0,0,0,0,0
5966229,0,0,0,0,0,0,0,0
5966233,0,0,1,0,0,0,0,0
5966237,0,0,0,0,0,0,0,0
5966241,0,0,1,0,0,0,0,0
5966245,0,0,0,0,0,0,0,0
5966249,0,0,1,0,0,0,0,0
5966253,0,0,0,0,0,0,0,0
5966257,0,0,1,0,0,0,0,0
5966261,0,0,0,0,0,0,0,0
5966265,0,0,1,0,0,0,0,0
5966269,0,0,0,0,0,0,0,0
5966270,0,1,0,0,0,0,0,0
5966271,0,1,1,0,0,0,0,0
5966275,0,1,0,0,0,0,0,0
5966276,0,0,0,0,0,0,0,0
5966279,0,0,1,0,0,0,0,0
5966283,0,0,0,0,0,0,0,0
5966287,0,0,1,0,0,0,0,0
5966291,0,1,0,0,0,0,0,0
5966295,0,1,1,0,0,0,0,0
5966299,0,1,0,0,0,0,0,0
5966303,0,1,1,0,0,0,0,0
5966307,0,1,0,0,0,0,0,0
5966311,0,1,1,0,0,0,0,0
5966315,0,0,0,0,0,0,0,0
5966319,0,0,1,0,0,0,0,0
5966323,0,0,0,0,0,0,0,0
5966327,0,0,1,0,0,0,0,0
5966331,0,0,0,0,0,0,0,0
5966333,0,0,1,0,0,0,0,0
5966337,0,0,0,0,0,0,0,0
5966341,0,0,1,0,0,0,0,0
5966345,0,0,0,0,0,0,0,0
5966349,0,0,1,0,0,0,0,0
5966353,0,0,0,0,0,0,0,0
5966357,0,0,1,0,0,0,0,0
5966361,0,1,0,0,0,0,0,0
5966365,0,1,1,0,0,0,0,0
5966369,0,0,0,0,0,0,0,0
5966373,0,0,1,0,0,0,0,0
5966377,0,0,0,0,0,0,0,0
5966381,0,0,1,0,0,0,0,0
5966385,0,0,0,0,0,0,0,0
5966389,0,0,1,0,0,0,0,0
5966393,0,0,0,0,0,0,0,0
5966395,0,0,1,0,0,0,0,0
5966399,0,0,0,0,0,0,0,0
5966403,0,0,1,0,0,0,0,0
5966407,0,1,0,0,0,0,0,0
5966411,0,1,1,0,0,0,0,0
5966415,0,0,0,0,0,0,0,0
5966419,0,0,1,0,0,0,0,0
5966423,0,0,0,0,0,0,0,0
5966427,0,0,1,0,0,0,0,0
5966431,0,0,0,0,0,0,0,0
5966435,0,0,1,0,0,0,0,0
5966439,0,0,0,0,0,0,0,0
5966443,0,0,1,0,0,0,0,0
5966447,0,1,0,0,0,0,0,0
5966451,0,1,1,0,0,0,0,0
5966455,0,0,0,0,0,0,0,0
5966457,0,0,1,0,0,0,0,0
5966461,0,1,0,0,0,0,0,0
5966465,0,1,1,0,0,0,0,0
5966469,0,0,0,0,0,0,0,0
5966473,0,0,1,0,0,0,0,0
5966477,0,0,0,0,0,0,0,0
5966481,0,0,1,0,0,0,0,0
5966485,0,0,0,0,0,0,0,0
5966489,0,0,1,0,0,0,0,0
5966493,0,0,0,0,0,0,0,0
5966497,0,0,1,0,0,0,0,0
5966501,0,0,0,0,0,0,0,0
5966505,0,0,1,0,0,0,0,0
5966509,0,0,0,0,0,0,0,0
5966513,0,0,1,0,0,0,0,0
5966517,0,0,0,0,0,0,0,0
5966519,0,0,1,0,0,0,0,0
5966523,0,0,0,0,0,0,0,0
5966527,0,0,1,0,0,0,0,0
5966531,0,1,0,0,0,0,0,0
5966535,0,1,1,0,0,0,0,0
5966539,0,0,0,0,0,0,0,0
5966543,0,0,1,0,0,0,0,0
5966547,0,0,0,0,0,0,0,0
5966551,0,0,1,0,0,0,0,0
5966555,0,0,0,0,0,0,0,0
5966559,0,0,1,0,0,0,0,0
5966563,0,1,0,0,0,0,0,0
5966567,0,1,1,0,0,0,0,0
5966571,0,1,0,0,0,0,0,0
5966575,0,1,1,0,0,0,0,0
5966579,1,0,0,0,0,0,0,0
5966794,1,0,0,1,0,0,0,0
5966796,1,1,0,1,0,0,0,0
5966993,1,0,0,0,0,0,0,0
5967248,0,0,0,0,0,0,0,0
5967250,0,0,1,0,0,0,0,0
5967254,0,1,0,0,0,0,0,0
5967258,0,1,1,0,0,0,0,0
5967262,0,1,0,0,0,0,0,0
5967266,0,1,1,0,0,0,0,0
5967270,0,0,0,0,0,0,0,0
5967274,0,0,1,0,0,0,0,0
5967278,1,0,0,0,0,0,0,0
5967282,1,0,1,0,0,0,0,0
5967286,1,0,0,0,0,0,0,0
5967290,1,0,1,0,0,0,0,0
5967294,0,0,0,0,0,0,0,0
5967298,0,0,1,0,0,0,0,0
5967302,1,0,0,0,0,0,0,0
5967306,1,0,1,0,0,0,0,0
5967310,0,0,0,0,0,0,0,0
5967312,0,0,1,0,0,0,0,0
5967316,0,0,0,0,0,0,0,0
5967320,0,0,1,0,0,0,0,0
5967324,1,0,0,0,0,0,0,0
5967328,1,0,1,0,0,0,0,0
5967332,0,0,0,0,0,0,0,0
5967336,0,0,1,0,0,0,0,0
5967340,0,0,0,0,0,0,0,0
5967344,0,0,1,0,0,0,0,0
5967348,0,0,0,0,0,0,0,0
5967352,0,0,1,0,0,0,0,0
5967356,0,0,0,0,0,0,0,0
5967360,0,0,1,0,0,0,0,0
5967364,0,0,0,0,0,0,0,0
5967368,0,0,1,0,0,0,0,0
5967372,0,0,0,0,0,0,0,0
5967374,0,0,1,0,0,0,0,0
5967378,0,0,0,0,0,0,0,0
5967382,0,0,1,0,0,0,0,0
5967386,0,0,0,0,0,0,0,0
5967390,0,0,1,0,0,0,0,0
5967394,0,0,0,0,0,0,0,0
5967398,0,0,1,0,0,0,0,0
5967402,0,0,0,0,0,0,0,0
5967406,0,0,1,0,0,0,0,0
5967410,0,0,0,0,0,0,0,0
5967414,0,0,1,0,0,0,0,0
5967418,0,0,0,0,0,0,0,0
5967422,0,0,1,0,0,0,0,0
5967426,0,0,0,0,0,0,0,0
5967430,0,0,1,0,0,0,0,0
5967434,1,0,0,0,0,0,0,0
5967649,1,0,0,1,0,0,0,0
5967651,1,1,0,1,0,0,0,0
5967767,1,0,0,0,0,0,0,0
5968022,0,0,0,0,0,0,0,0
5968024,0,0,1,0,0,0,0,0
5968028,0,1,0,0,0,0,0,0
5968032,0,1,1,0,0,0,0,0
5968036,0,1,0,0,0,0,0,0
5968040,0,1,1,0,0,0,0,0
5968044,0,0,0,0,0,0,0,0
5968048,0,0,1,0,0,0,0,0
5968052,1,0,0,0,0,0,0,0
5968056,1,0,1,0,0,0,0,0
5968060,1,0,0,0,0,0,0,0
5968064,1,0,1,0,0,0,0,0
5968068,0,0,0,0,0,0,0,0
5968072,0,0,1,0,0,0,0,0
5968076,1,0,0,0,0,0,0,0
5968080,1,0,1,0,0,0,0,0
5968084,0,0,0,0,0,0,0,0
5968086,0,0,1,0,0,0,0,0
5968090,0,0,0,0,0,0,0,0
5968094,0,0,1,0,0,0,0,0
5968098,1,0,0,0,0,0,0,0
5968102,1,0,1,0,0,0,0,0
5968106,0,0,0,0,0,0,0,0
5968110,0,0,1,0,0,0,0,0
5968114,0,0,0,0,0,0,0,0
5968118,0,0,1,0,0,0,0,0
5968122,0,0,0,0,0,0,0,0
5968126,0,0,1,0,0,0,0,0
5968130,1,0,0,0,0,0,0,0
5968134,1,0,1,0,0,0,0,0
5968138,1,0,0,0,0,0,0,0
5968142,1,0,1,0,0,0,0,0
5968146,0,0,0,0,0,0,0,0
5968148,0,0,1,0,0,0,0,0
5968152,0,0,0,0,0,0,0,0
5968156,0,0,1,0,0,0,0,0
5968160,0,0,0,0,0,0,0,0
5968164,0,0,1,0,0,0,0,0
5968168,0,0,0,0,0,0,0,0
5968172,0,0,1,0,0,0,0,0
5968176,0,0,0,0,0,0,0,0
5968180,0,0,1,0,0,0,0,0
5968184,0,0,0,0,0,0,0,0
5968188,0,0,1,0,0,0,0,0
5968192,0,0,0,0,0,0,0,0
5968196,0,0,1,0,0,0,0,0
5968200,0,0,0,0,0,0,0,0
5968204,0,0,1,0,0,0,0,0
5968208,1,0,0,0,0,0,0,0
5968421,1,0,0,1,0,0,0,0
5968423,1,1,0,1,0,0,0,0
5969063,1,1,0,1,0,1,0,0
5969548,1,1,0,1,0,1,1,0
5969676,1,1,0,1,0,1,0,0
5969730,1,1,0,1,0,1,1,0
5969817,1,1,0,1,0,1,0,0
5970182,1,1,0,1,0,0,0,0
5979225,1,1,0,1,0,1,0,0
5979711,1,1,0,1,0,1,1,0
5979964,1,1,0,1,0,1,0,0
5979972,1,1,0,1,0,1,1,0
5980283,1,1,0,1,0,1,0,0
5980650,1,1,0,1,0,1,1,0
5980897,1,1,0,1,0,1,0,0
5981245,1,1,0,1,0,0,0,0
5989249,1,1,0,1,0,1,0,0
5989734,1,1,0,1,0,1,1,0
5989878,1,1,0,1,0,1,0,0
5989985,1,1,0,1,0,1,1,0
5990022,1,1,0,1,0,1,0,0
5990308,1,1,0,1,0,0,0,0
5999224,1,1,0,1,0,1,0,0
5999710,1,1,0,1,0,1,1,0
5999907,1,1,0,1,0,1,0,0
5999947,1,1,0,1,0,1,1,0
5999979,1,1,0,1,0,1,0,0
6000458,1,1,0,1,0,1,1,0
6000497,1,1,0,1,0,1,0,0
6000593,1,1,0,1,0,1,1,0
6000617,1,1,0,1,0,1,0,0
6001172,1,1,0,1,0,0,0,0
6009245,1,1,0,1,0,1,0,0
6009730,1,1,0,1,0,1,1,0
6009885,1,1,0,1,0,1,0,0
6009914,1,1,0,1,0,1,1,0
6010039,1,1,0,1,0,1,0,0
6010324,1,1,0,1,0,0,0,0
6019181,1,1,0,1,0,1,0,0
6019667,1,1,0,1,0,1,1,0
6019864,1,1,0,1,0,1,0,0
6019928,1,1,0,1,0,1,1,0
6020486,1,1,0,1,0,1,0,0
6020694,1,1,0,1,0,1,1,0
6021151,1,1,0,1,0,1,0,0
6021440,1,1,0,1,0,0,0,0
6029239,1,1,0,1,0,1,0,0
6029725,1,1,0,1,0,1,1,0
6029853,1,1,0,1,0,1,0,0
6029866,1,1,0,1,0,1,1,0
6029877,1,1,0,1,0,1,0,0
6029970,1,1,0,1,0,1,1,0
6030042,1,1,0,1,0,1,0,0
6030327,1,1,0,1,0,0,0,0
6039180,1,1,0,1,0,1,0,0
6039666,1,1,0,1,0,1,1,0
6039863,1,1,0,1,0,1,0,0
6039895,1,1,0,1,0,1,1,0
6039959,1,1,0,1,0,1,0,0
6040238,1,1,0,1,0,1,1,0
6040493,1,1,0,1,0,1,0,0
6040549,1,1,0,1,0,1,1,0
6040791,1,1,0,1,0,1,0,0
6041080,1,1,0,1,0,0,0,0
6049203,1,1,0,1,0,1,0,0
6049688,1,1,0,1,0,1,1,0
6049849,1,1,0,1,0,1,0,0
6049957,1,1,0,1,0,1,1,0
6049958,1,1,0,1,0,1,0,0
6050243,1,1,0,1,0,0,0,0
6059214,1,1,0,1,0,1,0,0
6059699,1,1,0,1,0,1,1,0
6059897,1,1,0,1,0,1,0,0
6059944,1,1,0,1,0,1,1,0
6059960,1,1,0,1,0,1,0,0
6060319,1,1,0,1,0,1,1,0
6060750,1,1,0,1,0,1,0,0
6061201,1,1,0,1,0,0,0,0
6069199,1,1,0,1,0,1,0,0
6069684,1,1,0,1,0,1,1,0
6069828,1,1,0,1,0,1,0,0
6069876,1,1,0,1,0,1,1,0
6069945,1,1,0,1,0,1,0,0
6070231,1,1,0,1,0,0,0,0
6079213,1,1,0,1,0,1,0,0
6079699,1,1,0,1,0,1,1,0
6079896,1,1,0,1,0,1,0,0
6079984,1,1,0,1,0,1,1,0
6080415,1,1,0,1,0,1,0,0
6080678,1,1,0,1,0,1,1,0
6080952,1,1,0,1,0,1,0,0
6081241,1,1,0,1,0,0,0,0
6089197,1,1,0,1,0,1,0,0
6089682,1,1,0,1,0,1,1,0
6089810,1,1,0,1,0,1,0,0
6089824,1,1,0,1,0,1,1,0
6089877,1,1,0,1,0,1,0,0
6090221,1,1,0,1,0,0,0,0
6099172,1,1,0,1,0,1,0,0
6099657,1,1,0,1,0,1,1,0
6100006,1,1,0,1,0,1,0,0
6100277,1,1,0,1,0,1,1,0
6100644,1,1,0,1,0,1,0,0
6100708,1,1,0,1,0,1,1,0
6100750,1,1,0,1,0,1,0,0
6101039,1,1,0,1,0,0,0,0
6109196,1,1,0,1,0,1,0,0
6109681,1,1,0,1,0,1,1,0
6109865,1,1,0,1,0,1,0,0
6109968,1,1,0,1,0,1,1,0
6109969,1,1,0,1,0,1,0,0
6110254,1,1,0,1,0,0,0,0
6119209,1,1,0,1,0,1,0,0
6119695,1,1,0,1,0,1,1,0
6119892,1,1,0,1,0,1,0,0
6120020,1,1,0,1,0,1,1,0
6120219,1,1,0,1,0,1,0,0
6120427,1,1,0,1,0,1,1,0
6120506,1,1,0,1,0,1,0,0
6120610,1,1,0,1,0,1,1,0
6120674,1,1,0,1,0,1,0,0
6120698,1,1,0,1,0,1,1,0
6120810,1,1,0,1,0,1,0,0
6121117,1,1,0,1,0,0,0,0
6129194,1,1,0,1,0,1,0,0
6129679,1,1,0,1,0,1,1,0
6129807,1,1,0,1,0,1,0,0
6129938,1,1,0,1,0,1,1,0
6129996,1,1,0,1,0,1,0,0
6130281,1,1,0,1,0,0,0,0
6139171,1,1,0,1,0,1,0,0
6139657,1,1,0,1,0,1,1,0
6139886,1,1,0,1,0,1,0,0
6139918,1,1,0,1,0,1,1,0
6140309,1,1,0,1,0,1,0,0
6140580,1,1,0,1,0,1,1,0
6140803,1,1,0,1,0,1,0,0
6140811,1,1,0,1,0,1,1,0
6140846,1,1,0,1,0,1,0,0
6141135,1,1,0,1,0,0,0,0
6149234,1,1,0,1,0,1,0,0
6149719,1,1,0,1,0,1,1,0
6149863,1,1,0,1,0,1,0,0
6149868,1,1,0,1,0,1,1,0
6149964,1,1,0,1,0,1,0,0
6149988,1,1,0,1,0,1,1,0
6150009,1,1,0,1,0,1,0,0
6150028,1,1,0,1,0,1,1,0
6150078,1,1,0,1,0,1,0,0
6150364,1,1,0,1,0,0,0,0
6159169,1,1,0,1,0,1,0,0
6159655,1,1,0,1,0,1,1,0
6159852,1,1,0,1,0,1,0,0
6159916,1,1,0,1,0,1,1,0
6160395,1,1,0,1,0,1,0,0
6160690,1,1,0,1,0,1,1,0
6160722,1,1,0,1,0,1,0,0
6160754,1,1,0,1,0,1,1,0
6160849,1,1,0,1,0,1,0,0
6161221,1,1,0,1,0,0,0,0
6169193,1,1,0,1,0,1,0,0
6169678,1,1,0,1,0,1,1,0
6169851,1,1,0,1,0,1,0,0
6169971,1,1,0,1,0,1,1,0
6169982,1,1,0,1,0,1,0,0
6170267,1,1,0,1,0,0,0,0
6179206,1,1,0,1,0,1,0,0
6179692,1,1,0,1,0,1,1,0
6179961,1,1,0,1,0,1,0,0
6180384,1,1,0,1,0,1,1,0
6180599,1,1,0,1,0,1,0,0
6181306,1,1,0,1,0,0,0,0
6189190,1,1,0,1,0,1,0,0
6189675,1,1,0,1,0,1,1,0
6189804,1,1,0,1,0,1,0,0
6189828,1,1,0,1,0,1,1,0
6189937,1,1,0,1,0,1,0,0
6189979,1,1,0,1,0,1,1,0
6190006,1,1,0,1,0,1,0,0
6190291,1,1,0,1,0,0,0,0
6199165,1,1,0,1,0,1,0,0
6199651,1,1,0,1,0,1,1,0
6199848,1,1,0,1,0,1,0,0
6199896,1,1,0,1,0,1,1,0
6200000,1,1,0,1,0,1,0,0
6200638,1,1,0,1,0,1,1,0
6200816,1,1,0,1,0,1,0,0
6201105,1,1,0,1,0,0,0,0
6209188,1,1,0,1,0,1,0,0
6209673,1,1,0,1,0,1,1,0
6209801,1,1,0,1,0,1,0,0
6209814,1,1,0,1,0,1,1,0
6209833,1,1,0,1,0,1,0,0
6209939,1,1,0,1,0,1,1,0
6209974,1,1,0,1,0,1,0,0
6210259,1,1,0,1,0,0,0,0
6219199,1,1,0,1,0,1,0,0
6219685,1,1,0,1,0,1,1,0
6219882,1,1,0,1,0,1,0,0
6219986,1,1,0,1,0,1,1,0
6220608,1,1,0,1,0,1,0,0
6221187,1,1,0,1,0,0,0,0
6229186,1,1,0,1,0,1,0,0
6229671,1,1,0,1,0,1,1,0
6229799,1,1,0,1,0,1,0,0
6229913,1,1,0,1,0,1,1,0
6230267,1,1,0,1,0,1,0,0
6230648,1,1,0,1,0,0,0,0
6239198,1,1,0,1,0,1,0,0
6239683,1,1,0,1,0,1,1,0
6239881,1,1,0,1,0,1,0,0
6239937,1,1,0,1,0,1,1,0
6240439,1,1,0,1,0,1,0,0
6240694,1,1,0,1,0,1,1,0
6240926,1,1,0,1,0,1,0,0
6241197,1,1,0,1,0,1,1,0
6241452,1,1,0,1,0,1,0,0
6241707,1,1,0,1,0,1,1,0
6241962,1,1,0,1,0,1,0,0
6242218,1,1,0,1,0,1,1,0
6242473,1,1,0,1,0,1,0,0
6242728,1,1,0,1,0,1,1,0
6242983,1,1,0,1,0,1,0,0
6243246,1,1,0,1,0,1,1,0
6243502,1,1,0,1,0,1,0,0
6243757,1,1,0,1,0,1,1,0
6244020,1,1,0,1,0,1,0,0
6244267,1,1,0,1,0,1,1,0
6244530,1,1,0,1,0,1,0,0
6244786,1,1,0,1,0,1,1,0
6245041,1,1,0,1,0,1,0,0
6245168,1,1,0,1,0,1,0,1
6245296,1,1,0,1,0,1,1,1
6245424,1,1,0,1,0,1,1,0
6245551,1,1,0,1,0,1,0,0
6245679,1,1,0,1,0,1,0,1
6245806,1,1,0,1,0,1,1,1
6245934,1,1,0,1,0,1,1,0
6246070,1,1,0,1,0,1,0,0
6246189,1,1,0,1,0,1,0,1
6246325,1,1,0,1,0,1,1,1
6246444,1,1,0,1,0,1,1,0
6246580,1,1,0,1,0,1,0,0
6246700,1,1,0,1,0,1,0,1
6246835,1,1,0,1,0,1,1,1
6246955,1,1,0,1,0,1,1,0
6247090,1,1,0,1,0,1,0,0
6247210,1,1,0,1,0,1,0,1
6247346,1,1,0,1,0,1,1,1
6247473,1,1,0,1,0,1,1,0
6247601,1,1,0,1,0,1,0,0
6247728,1,1,0,1,0,1,0,1
6247864,1,1,0,1,0,1,1,1
6247984,1,1,0,1,0,1,1,0
6248119,1,1,0,1,0,1,0,0
6248239,1,1,0,1,0,1,0,1
6248374,1,1,0,1,0,1,1,1
6248502,1,1,0,1,0,1,1,0
6248630,1,1,0,1,0,1,0,0
6248757,1,1,0,1,0,1,0,1
6248885,1,1,0,1,0,1,1,1
6249013,1,1,0,1,0,1,1,0
6249140,1,1,0,1,0,1,0,0
6249276,1,1,0,1,0,1,0,1
6249403,1,1,0,1,0,1,1,1
6249531,1,1,0,1,0,1,1,0
6249651,1,1,0,1,0,1,0,0
6249786,1,1,0,1,0,1,0,1
6250041,1,1,0,1,0,1,0,0
6250161,1,1,0,1,0,1,1,0
6250424,1,1,0,1,0,1,0,0
6250552,1,1,0,1,0,1,0,1
6250679,1,1,0,1,0,1,1,1
6250815,1,1,0,1,0,1,1,0
6251070,1,1,0,1,0,1,1,1
6251190,1,1,0,1,0,1,0,1
6251453,1,1,0,1,0,1,1,1
6251589,1,1,0,1,0,1,1,0
6251708,1,1,0,1,0,1,0,0
6251844,1,1,0,1,0,1,0,1
6252099,1,1,0,1,0,1,0,0
6252211,1,1,0,1,0,1,1,0
6252482,1,1,0,1,0,1,0,0
6252617,1,1,0,1,0,1,0,1
6252729,1,1,0,1,0,1,1,1
6252873,1,1,0,1,0,1,1,0
6252992,1,1,0,1,0,1,0,0
6253128,1,1,0,1,0,1,0,1
6253247,1,1,0,1,0,1,1,1
6253383,1,1,0,1,0,1,1,0
6253503,1,1,0,1,0,1,0,0
6253638,1,1,0,1,0,1,0,1
6253758,1,1,0,1,0,1,1,1
6253901,1,1,0,1,0,1,1,0
6254157,1,1,0,1,0,1,1,1
6254268,1,1,0,1,0,1,0,1
6254531,1,1,0,1,0,1,1,1
6254667,1,1,0,1,0,1,1,0
6254779,1,1,0,1,0,1,0,0
6254922,1,1,0,1,0,1,0,1
6255177,1,1,0,1,0,1,0,0
6255289,1,1,0,1,0,1,1,0
6255688,1,1,0,1,0,1,1,1
6255807,1,1,0,1,0,1,0,1
6256063,1,1,0,1,0,1,1,1
6256198,1,1,0,1,0,1,1,0
6256318,1,1,0,1,0,1,0,0
6256453,1,1,0,1,0,1,0,1
6256717,1,1,0,1,0,1,0,0
6256828,1,1,0,1,0,1,1,0
6257091,1,1,0,1,0,1,0,0
6257227,1,1,0,1,0,1,0,1
6257347,1,1,0,1,0,1,1,1
6257482,1,1,0,1,0,1,1,0
6257602,1,1,0,1,0,1,0,0
6257737,1,1,0,1,0,1,0,1
6257857,1,1,0,1,0,1,1,1
6257993,1,1,0,1,0,1,1,0
6258112,1,1,0,1,0,1,0,0
6258248,1,1,0,1,0,1,0,1
6258375,1,1,0,1,0,1,1,1
6258503,1,1,0,1,0,1,1,0
6258766,1,1,0,1,0,1,1,1
6258878,1,1,0,1,0,1,0,1
6259149,1,1,0,1,0,1,1,1
6259277,1,1,0,1,0,1,1,0
6259396,1,1,0,1,0,1,0,0
6259532,1,1,0,1,0,1,0,1
6259659,1,1,0,1,0,1,1,1
6259787,1,1,0,1,0,1,1,0
6259907,1,1,0,1,0,1,0,0
6260042,1,1,0,1,0,1,0,1
6260170,1,1,0,1,0,1,1,1
6260305,1,1,0,1,0,1,1,0
6260417,1,1,0,1,0,1,0,0
6260561,1,1,0,1,0,1,0,1
6260816,1,1,0,1,0,1,0,0
6260928,1,1,0,1,0,1,1,0
6261191,1,1,0,1,0,1,0,0
6261326,1,1,0,1,0,1,0,1
6261446,1,1,0,1,0,1,1,1
6261582,1,1,0,1,0,1,1,0
6261701,1,1,0,1,0,1,0,0
6261837,1,1,0,1,0,1,0,1
6261964,1,1,0,1,0,1,1,1
6262092,1,1,0,1,0,1,1,0
6262347,1,1,0,1,0,1,1,1
6262467,1,1,0,1,0,1,0,1
6262738,1,1,0,1,0,1,1,1
6262866,1,1,0,1,0,1,1,0
6262985,1,1,0,1,0,1,0,0
6263121,1,1,0,1,0,1,0,1
6263248,1,1,0,1,0,1,1,1
6263376,1,1,0,1,0,1,1,0
6263496,1,1,0,1,0,1,0,0
6263631,1,1,0,1,0,1,0,1
6263759,1,1,0,1,0,1,1,1
6263886,1,1,0,1,0,1,1,0
6264006,1,1,0,1,0,1,0,0
6264142,1,1,0,1,0,1,0,1
6264269,1,1,0,1,0,1,1,1
6264405,1,1,0,1,0,1,1,0
6264524,1,1,0,1,0,1,0,0
6264660,1,1,0,1,0,1,0,1
6264780,1,1,0,1,0,1,1,1
6264915,1,1,0,1,0,1,1,0
6265035,1,1,0,1,0,1,0,0
6265170,1,1,0,1,0,1,0,1
6265290,1,1,0,1,0,1,1,1
6265426,1,1,0,1,0,1,1,0
6265553,1,1,0,1,0,1,0,0
6265681,1,1,0,1,0,1,0,1
6265936,1,1,0,1,0,1,0,0
6266056,1,1,0,1,0,1,1,0
6266454,1,1,0,1,0,1,1,1
6266574,1,1,0,1,0,1,0,1
6266965,1,1,0,1,0,1,0,0
6267084,1,1,0,1,0,1,1,0
6267356,1,1,0,1,0,1,0,0
6267475,1,1,0,1,0,1,0,1
6267603,1,1,0,1,0,1,1,1
6267738,1,1,0,1,0,1,1,0
6267858,1,1,0,1,0,1,0,0
6267994,1,1,0,1,0,1,0,1
6268113,1,1,0,1,0,1,1,1
6268249,1,1,0,1,0,1,1,0
6268368,1,1,0,1,0,1,0,0
6268504,1,1,0,1,0,1,0,1
6268624,1,1,0,1,0,1,1,1
6268759,1,1,0,1,0,1,1,0
6269022,1,1,0,1,0,1,1,1
6269134,1,1,0,1,0,1,0,1
6269533,1,1,0,1,0,1,0,0
6269652,1,1,0,1,0,1,1,0
6270043,1,1,0,1,0,1,1,1
6270155,1,1,0,1,0,1,0,1
6270554,1,1,0,1,0,1,0,0
6270673,1,1,0,1,0,1,1,0
6271064,1,1,0,1,0,1,1,1
6271184,1,1,0,1,0,1,0,1
6271582,1,1,0,1,0,1,0,0
6271702,1,1,0,1,0,1,1,0
6271957,1,1,0,1,0,1,0,0
6272093,1,1,0,1,0,1,0,1
6272212,1,1,0,1,0,1,1,1
6272348,1,1,0,1,0,1,1,0
6272476,1,1,0,1,0,1,0,0
6272603,1,1,0,1,0,1,0,1
6272731,1,1,0,1,0,1,1,1
6272858,1,1,0,1,0,1,1,0
6273122,1,1,0,1,0,1,1,1
6273233,1,1,0,1,0,1,0,1
6273497,1,1,0,1,0,1,1,1
6273632,1,1,0,1,0,1,1,0
6273752,1,1,0,1,0,1,0,0
6273887,1,1,0,1,0,1,0,1
6274007,1,1,0,1,0,1,1,1
6274143,1,1,0,1,0,1,1,0
6274270,1,1,0,1,0,1,0,0
6274398,1,1,0,1,0,1,0,1
6274653,1,1,0,1,0,1,0,0
6274765,1,1,0,1,0,1,1,0
6275163,1,1,0,1,0,1,1,1
6275291,1,1,0,1,0,1,0,1
6275682,1,1,0,1,0,1,0,0
6275801,1,1,0,1,0,1,1,0
6276065,1,1,0,1,0,1,0,0
6276192,1,1,0,1,0,1,0,1
6276312,1,1,0,1,0,1,1,1
6276447,1,1,0,1,0,1,1,0
6276575,1,1,0,1,0,1,0,0
6276711,1,1,0,1,0,1,0,1
6276830,1,1,0,1,0,1,1,1
6276966,1,1,0,1,0,1,1,0
6277085,1,1,0,1,0,1,0,0
6277221,1,1,0,1,0,1,0,1
6277341,1,1,0,1,0,1,1,1
6277476,1,1,0,1,0,1,1,0
6277739,1,1,0,1,0,1,1,1
6277851,1,1,0,1,0,1,0,1
6278114,1,1,0,1,0,1,1,1
6278250,1,1,0,1,0,1,1,0
6278369,1,1,0,1,0,1,0,0
6278505,1,1,0,1,0,1,0,1
6278760,1,1,0,1,0,1,0,0
6278872,1,1,0,1,0,1,1,0
6279271,1,1,0,1,0,1,1,1
6279390,1,1,0,1,0,1,0,1
6279653,1,1,0,1,0,1,1,1
6279781,1,1,0,1,0,1,1,0
6279909,1,1,0,1,0,1,0,0
6280044,1,1,0,1,0,1,0,1
6280164,1,1,0,1,0,1,1,1
6280299,1,1,0,1,0,1,1,0
6280419,1,1,0,1,0,1,0,0
6280555,1,1,0,1,0,1,0,1
6280682,1,1,0,1,0,1,1,1
6280810,1,1,0,1,0,1,1,0
6280937,1,1,0,1,0,1,0,0
6281073,1,1,0,1,0,1,0,1
6281328,1,1,0,1,0,1,0,0
6281440,1,1,0,1,0,1,1,0
6281839,1,1,0,1,0,1,1,1
6281958,1,1,0,1,0,1,0,1
6282357,1,1,0,1,0,1,0,0
6282461,1,1,0,1,0,1,1,0
6282732,1,1,0,1,0,1,0,0
6282867,1,1,0,1,0,1,0,1
6282979,1,1,0,1,0,1,1,1
6283123,1,1,0,1,0,1,1,0
6283378,1,1,0,1,0,1,1,1
6283489,1,1,0,1,0,1,0,1
6283888,1,1,0,1,0,1,0,0
6284008,1,1,0,1,0,1,1,0
6284263,1,1,0,1,0,1,0,0
6284399,1,1,0,1,0,1,0,1
6284518,1,1,0,1,0,1,1,1
6284654,1,1,0,1,0,1,1,0
6284909,1,1,0,1,0,1,1,1
6285029,1,1,0,1,0,1,0,1
6285292,1,1,0,1,0,1,1,1
6285427,1,1,0,1,0,1,1,0
6285547,1,1,0,1,0,1,0,0
6285683,1,1,0,1,0,1,0,1
6285938,1,1,0,1,0,1,0,0
6286050,1,1,0,1,0,1,1,0
6286448,1,1,0,1,0,1,1,1
6286568,1,1,0,1,0,1,0,1
6286831,1,1,0,1,0,1,1,1
6286959,1,1,0,1,0,1,1,0
6287086,1,1,0,1,0,1,0,0
6287222,1,1,0,1,0,1,0,1
6287477,1,1,0,1,0,1,0,0
6287589,1,1,0,1,0,1,1,0
6287860,1,1,0,1,0,1,0,0
6287988,1,1,0,1,0,1,0,1
6288107,1,1,0,1,0,1,1,1
6288243,1,1,0,1,0,1,1,0
